,label,body_text,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_lemmatized
1790,ham,You bad girl. I can still remember them,You bad girl I can still remember them,"['you', 'bad', 'girl', 'i', 'can', 'still', 'remember', 'them']","['bad', 'girl', 'still', 'remember']","['bad', 'girl', 'still', 'rememb']","['bad', 'girl', 'still', 'remember']"
1791,ham,How much i gave to you. Morning.,How much i gave to you Morning,"['how', 'much', 'i', 'gave', 'to', 'you', 'morning']","['much', 'gave', 'morning']","['much', 'gave', 'morn']","['much', 'gave', 'morning']"
1792,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",I hope your alright babe I worry that you might have felt a bit desparate when you learned the job was a fake  I am here waiting when you come back my love,"['i', 'hope', 'your', 'alright', 'babe', 'i', 'worry', 'that', 'you', 'might', 'have', 'felt', 'a', 'bit', 'desparate', 'when', 'you', 'learned', 'the', 'job', 'was', 'a', 'fake', 'i', 'am', 'here', 'waiting', 'when', 'you', 'come', 'back', 'my', 'love']","['hope', 'alright', 'babe', 'worry', 'might', 'felt', 'bit', 'desparate', 'learned', 'job', 'fake', 'waiting', 'come', 'back', 'love']","['hope', 'alright', 'babe', 'worri', 'might', 'felt', 'bit', 'despar', 'learn', 'job', 'fake', 'wait', 'come', 'back', 'love']","['hope', 'alright', 'babe', 'worry', 'might', 'felt', 'bit', 'desparate', 'learned', 'job', 'fake', 'waiting', 'come', 'back', 'love']"
1793,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",Hey can you tell me blakes address Carlos wanted me to meet him there but I got lost and hes not answering his phone,"['hey', 'can', 'you', 'tell', 'me', 'blakes', 'address', 'carlos', 'wanted', 'me', 'to', 'meet', 'him', 'there', 'but', 'i', 'got', 'lost', 'and', 'hes', 'not', 'answering', 'his', 'phone']","['hey', 'tell', 'blakes', 'address', 'carlos', 'wanted', 'meet', 'got', 'lost', 'hes', 'answering', 'phone']","['hey', 'tell', 'blake', 'address', 'carlo', 'want', 'meet', 'got', 'lost', 'he', 'answer', 'phone']","['hey', 'tell', 'blake', 'address', 'carlos', 'wanted', 'meet', 'got', 'lost', 'he', 'answering', 'phone']"
1794,ham,Can i get your opinion on something first?,Can i get your opinion on something first,"['can', 'i', 'get', 'your', 'opinion', 'on', 'something', 'first']","['get', 'opinion', 'something', 'first']","['get', 'opinion', 'someth', 'first']","['get', 'opinion', 'something', 'first']"
1795,ham,That one week leave i put know that time. Why.,That one week leave i put know that time Why,"['that', 'one', 'week', 'leave', 'i', 'put', 'know', 'that', 'time', 'why']","['one', 'week', 'leave', 'put', 'know', 'time']","['one', 'week', 'leav', 'put', 'know', 'time']","['one', 'week', 'leave', 'put', 'know', 'time']"
1796,ham,"If we hit it off, you can move in with me :)",If we hit it off you can move in with me ,"['if', 'we', 'hit', 'it', 'off', 'you', 'can', 'move', 'in', 'with', 'me', '']","['hit', 'move', '']","['hit', 'move', '']","['hit', 'move', '']"
1797,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excellent I spent  ltgt  years in the Air Force Iraq and afghanistan I am stable and honest do you like traveling,"['excellent', 'i', 'spent', 'ltgt', 'years', 'in', 'the', 'air', 'force', 'iraq', 'and', 'afghanistan', 'i', 'am', 'stable', 'and', 'honest', 'do', 'you', 'like', 'traveling']","['excellent', 'spent', 'ltgt', 'years', 'air', 'force', 'iraq', 'afghanistan', 'stable', 'honest', 'like', 'traveling']","['excel', 'spent', 'ltgt', 'year', 'air', 'forc', 'iraq', 'afghanistan', 'stabl', 'honest', 'like', 'travel']","['excellent', 'spent', 'ltgt', 'year', 'air', 'force', 'iraq', 'afghanistan', 'stable', 'honest', 'like', 'traveling']"
1798,ham,I wanna watch that movie,I wanna watch that movie,"['i', 'wanna', 'watch', 'that', 'movie']","['wanna', 'watch', 'movie']","['wanna', 'watch', 'movi']","['wanna', 'watch', 'movie']"
1799,ham,Ok lor thanx... Ü in school?,Ok lor thanx Ü in school,"['ok', 'lor', 'thanx', 'ü', 'in', 'school']","['ok', 'lor', 'thanx', 'ü', 'school']","['ok', 'lor', 'thanx', 'ü', 'school']","['ok', 'lor', 'thanx', 'ü', 'school']"
1800,ham,I'm in class. Did you get my text.,Im in class Did you get my text,"['im', 'in', 'class', 'did', 'you', 'get', 'my', 'text']","['im', 'class', 'get', 'text']","['im', 'class', 'get', 'text']","['im', 'class', 'get', 'text']"
1801,ham,The bus leaves at  &lt;#&gt; ,The bus leaves at  ltgt ,"['the', 'bus', 'leaves', 'at', 'ltgt', '']","['bus', 'leaves', 'ltgt', '']","['bu', 'leav', 'ltgt', '']","['bus', 'leaf', 'ltgt', '']"
1802,ham,God bless.get good sleep my dear...i will pray!,God blessget good sleep my deari will pray,"['god', 'blessget', 'good', 'sleep', 'my', 'deari', 'will', 'pray']","['god', 'blessget', 'good', 'sleep', 'deari', 'pray']","['god', 'blessget', 'good', 'sleep', 'deari', 'pray']","['god', 'blessget', 'good', 'sleep', 'deari', 'pray']"
1803,spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,Todays Voda numbers ending 1225 are selected to receive a £50award If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,"['todays', 'voda', 'numbers', 'ending', '1225', 'are', 'selected', 'to', 'receive', 'a', '50award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app', '']","['todays', 'voda', 'numbers', 'ending', '1225', 'selected', 'receive', '50award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app', '']","['today', 'voda', 'number', 'end', '1225', 'select', 'receiv', '50award', 'match', 'pleas', 'call', '08712300220', 'quot', 'claim', 'code', '3100', 'standard', 'rate', 'app', '']","['today', 'voda', 'number', 'ending', '1225', 'selected', 'receive', '50award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rate', 'app', '']"
1804,ham,Do have a nice day today. I love you so dearly.,Do have a nice day today I love you so dearly,"['do', 'have', 'a', 'nice', 'day', 'today', 'i', 'love', 'you', 'so', 'dearly']","['nice', 'day', 'today', 'love', 'dearly']","['nice', 'day', 'today', 'love', 'dearli']","['nice', 'day', 'today', 'love', 'dearly']"
1805,ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,Aiyo a bit pai seh ü noe Scared he dun rem who i am then die Hee But he become better lookin oredi leh,"['aiyo', 'a', 'bit', 'pai', 'seh', 'ü', 'noe', 'scared', 'he', 'dun', 'rem', 'who', 'i', 'am', 'then', 'die', 'hee', 'but', 'he', 'become', 'better', 'lookin', 'oredi', 'leh']","['aiyo', 'bit', 'pai', 'seh', 'ü', 'noe', 'scared', 'dun', 'rem', 'die', 'hee', 'become', 'better', 'lookin', 'oredi', 'leh']","['aiyo', 'bit', 'pai', 'seh', 'ü', 'noe', 'scare', 'dun', 'rem', 'die', 'hee', 'becom', 'better', 'lookin', 'oredi', 'leh']","['aiyo', 'bit', 'pai', 'seh', 'ü', 'noe', 'scared', 'dun', 'rem', 'die', 'hee', 'become', 'better', 'lookin', 'oredi', 'leh']"
1806,ham,"Aight, I'll ask a few of my roommates",Aight Ill ask a few of my roommates,"['aight', 'ill', 'ask', 'a', 'few', 'of', 'my', 'roommates']","['aight', 'ill', 'ask', 'roommates']","['aight', 'ill', 'ask', 'roommat']","['aight', 'ill', 'ask', 'roommate']"
1807,ham,"Now, whats your house # again ? And do you have any beer there ?",Now whats your house  again  And do you have any beer there ,"['now', 'whats', 'your', 'house', 'again', 'and', 'do', 'you', 'have', 'any', 'beer', 'there', '']","['whats', 'house', 'beer', '']","['what', 'hous', 'beer', '']","['whats', 'house', 'beer', '']"
1808,ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,Do ü all wan 2 meet up n combine all the parts Hows da rest of da project going,"['do', 'ü', 'all', 'wan', '2', 'meet', 'up', 'n', 'combine', 'all', 'the', 'parts', 'hows', 'da', 'rest', 'of', 'da', 'project', 'going']","['ü', 'wan', '2', 'meet', 'n', 'combine', 'parts', 'hows', 'da', 'rest', 'da', 'project', 'going']","['ü', 'wan', '2', 'meet', 'n', 'combin', 'part', 'how', 'da', 'rest', 'da', 'project', 'go']","['ü', 'wan', '2', 'meet', 'n', 'combine', 'part', 'hows', 'da', 'rest', 'da', 'project', 'going']"
1809,ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,Getting tickets 4 walsall tue 6 th march My mate is getting me them on sat ill pay my treat Want 2 go Txt bak Terry,"['getting', 'tickets', '4', 'walsall', 'tue', '6', 'th', 'march', 'my', 'mate', 'is', 'getting', 'me', 'them', 'on', 'sat', 'ill', 'pay', 'my', 'treat', 'want', '2', 'go', 'txt', 'bak', 'terry']","['getting', 'tickets', '4', 'walsall', 'tue', '6', 'th', 'march', 'mate', 'getting', 'sat', 'ill', 'pay', 'treat', 'want', '2', 'go', 'txt', 'bak', 'terry']","['get', 'ticket', '4', 'walsal', 'tue', '6', 'th', 'march', 'mate', 'get', 'sat', 'ill', 'pay', 'treat', 'want', '2', 'go', 'txt', 'bak', 'terri']","['getting', 'ticket', '4', 'walsall', 'tue', '6', 'th', 'march', 'mate', 'getting', 'sat', 'ill', 'pay', 'treat', 'want', '2', 'go', 'txt', 'bak', 'terry']"
1810,ham,Yes we are chatting too.,Yes we are chatting too,"['yes', 'we', 'are', 'chatting', 'too']","['yes', 'chatting']","['ye', 'chat']","['yes', 'chatting']"
1811,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE XXX,"['hi', 'its', 'jess', 'i', 'dont', 'know', 'if', 'you', 'are', 'at', 'work', 'but', 'call', 'me', 'when', 'u', 'can', 'im', 'at', 'home', 'all', 'eve', 'xxx']","['hi', 'jess', 'dont', 'know', 'work', 'call', 'u', 'im', 'home', 'eve', 'xxx']","['hi', 'jess', 'dont', 'know', 'work', 'call', 'u', 'im', 'home', 'eve', 'xxx']","['hi', 'jess', 'dont', 'know', 'work', 'call', 'u', 'im', 'home', 'eve', 'xxx']"
1812,ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,Sian Aft meeting supervisor got work 2 do liao U working now,"['sian', 'aft', 'meeting', 'supervisor', 'got', 'work', '2', 'do', 'liao', 'u', 'working', 'now']","['sian', 'aft', 'meeting', 'supervisor', 'got', 'work', '2', 'liao', 'u', 'working']","['sian', 'aft', 'meet', 'supervisor', 'got', 'work', '2', 'liao', 'u', 'work']","['sian', 'aft', 'meeting', 'supervisor', 'got', 'work', '2', 'liao', 'u', 'working']"
1813,ham,Are you going to write ccna exam this week??,Are you going to write ccna exam this week,"['are', 'you', 'going', 'to', 'write', 'ccna', 'exam', 'this', 'week']","['going', 'write', 'ccna', 'exam', 'week']","['go', 'write', 'ccna', 'exam', 'week']","['going', 'write', 'ccna', 'exam', 'week']"
1814,ham,Well i will watch shrek in 3D!!B),Well i will watch shrek in 3DB,"['well', 'i', 'will', 'watch', 'shrek', 'in', '3db']","['well', 'watch', 'shrek', '3db']","['well', 'watch', 'shrek', '3db']","['well', 'watch', 'shrek', '3db']"
1815,ham,Am i that much dirty fellow?,Am i that much dirty fellow,"['am', 'i', 'that', 'much', 'dirty', 'fellow']","['much', 'dirty', 'fellow']","['much', 'dirti', 'fellow']","['much', 'dirty', 'fellow']"
1816,ham,Dunno dat's wat he told me. Ok lor...,Dunno dats wat he told me Ok lor,"['dunno', 'dats', 'wat', 'he', 'told', 'me', 'ok', 'lor']","['dunno', 'dats', 'wat', 'told', 'ok', 'lor']","['dunno', 'dat', 'wat', 'told', 'ok', 'lor']","['dunno', 'dat', 'wat', 'told', 'ok', 'lor']"
1817,ham,I'll probably be by tomorrow (or even later tonight if something's going on),Ill probably be by tomorrow or even later tonight if somethings going on,"['ill', 'probably', 'be', 'by', 'tomorrow', 'or', 'even', 'later', 'tonight', 'if', 'somethings', 'going', 'on']","['ill', 'probably', 'tomorrow', 'even', 'later', 'tonight', 'somethings', 'going']","['ill', 'probabl', 'tomorrow', 'even', 'later', 'tonight', 'someth', 'go']","['ill', 'probably', 'tomorrow', 'even', 'later', 'tonight', 'somethings', 'going']"
1818,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,I couldnt say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,"['i', 'couldnt', 'say', 'no', 'as', 'he', 'is', 'a', 'dying', 'man', 'and', 'i', 'feel', 'sad', 'for', 'him', 'so', 'i', 'will', 'go', 'and', 'i', 'just', 'wanted', 'you', 'to', 'know', 'i', 'would', 'probably', 'be', 'gone', 'late', 'into', 'your', 'night']","['couldnt', 'say', 'dying', 'man', 'feel', 'sad', 'go', 'wanted', 'know', 'would', 'probably', 'gone', 'late', 'night']","['couldnt', 'say', 'die', 'man', 'feel', 'sad', 'go', 'want', 'know', 'would', 'probabl', 'gone', 'late', 'night']","['couldnt', 'say', 'dying', 'man', 'feel', 'sad', 'go', 'wanted', 'know', 'would', 'probably', 'gone', 'late', 'night']"
1819,ham,If you're thinking of lifting me one then no.,If youre thinking of lifting me one then no,"['if', 'youre', 'thinking', 'of', 'lifting', 'me', 'one', 'then', 'no']","['youre', 'thinking', 'lifting', 'one']","['your', 'think', 'lift', 'one']","['youre', 'thinking', 'lifting', 'one']"
1820,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,Same as u Dun wan Y u dun like me already ah Wat u doing now Still eating,"['same', 'as', 'u', 'dun', 'wan', 'y', 'u', 'dun', 'like', 'me', 'already', 'ah', 'wat', 'u', 'doing', 'now', 'still', 'eating']","['u', 'dun', 'wan', 'u', 'dun', 'like', 'already', 'ah', 'wat', 'u', 'still', 'eating']","['u', 'dun', 'wan', 'u', 'dun', 'like', 'alreadi', 'ah', 'wat', 'u', 'still', 'eat']","['u', 'dun', 'wan', 'u', 'dun', 'like', 'already', 'ah', 'wat', 'u', 'still', 'eating']"
1821,ham,Sent me ur email id soon,Sent me ur email id soon,"['sent', 'me', 'ur', 'email', 'id', 'soon']","['sent', 'ur', 'email', 'id', 'soon']","['sent', 'ur', 'email', 'id', 'soon']","['sent', 'ur', 'email', 'id', 'soon']"
1822,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,"['wat', 'makes', 'some', 'people', 'dearer', 'is', 'not', 'just', 'de', 'happiness', 'dat', 'u', 'feel', 'when', 'u', 'meet', 'them', 'but', 'de', 'pain', 'u', 'feel', 'when', 'u', 'miss', 'dem']","['wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']","['wat', 'make', 'peopl', 'dearer', 'de', 'happi', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']","['wat', 'make', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']"
1823,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",Dude Whats up How Teresa Hope you have been okay When i didnt hear from these people i called them and they had received the package since dec  ltgt  Just thot yould like to know Do have a fantastic year and all the best with your reading Plus if you can really really Bam first aid for Usmle then your work is done,"['dude', 'whats', 'up', 'how', 'teresa', 'hope', 'you', 'have', 'been', 'okay', 'when', 'i', 'didnt', 'hear', 'from', 'these', 'people', 'i', 'called', 'them', 'and', 'they', 'had', 'received', 'the', 'package', 'since', 'dec', 'ltgt', 'just', 'thot', 'yould', 'like', 'to', 'know', 'do', 'have', 'a', 'fantastic', 'year', 'and', 'all', 'the', 'best', 'with', 'your', 'reading', 'plus', 'if', 'you', 'can', 'really', 'really', 'bam', 'first', 'aid', 'for', 'usmle', 'then', 'your', 'work', 'is', 'done']","['dude', 'whats', 'teresa', 'hope', 'okay', 'didnt', 'hear', 'people', 'called', 'received', 'package', 'since', 'dec', 'ltgt', 'thot', 'yould', 'like', 'know', 'fantastic', 'year', 'best', 'reading', 'plus', 'really', 'really', 'bam', 'first', 'aid', 'usmle', 'work', 'done']","['dude', 'what', 'teresa', 'hope', 'okay', 'didnt', 'hear', 'peopl', 'call', 'receiv', 'packag', 'sinc', 'dec', 'ltgt', 'thot', 'yould', 'like', 'know', 'fantast', 'year', 'best', 'read', 'plu', 'realli', 'realli', 'bam', 'first', 'aid', 'usml', 'work', 'done']","['dude', 'whats', 'teresa', 'hope', 'okay', 'didnt', 'hear', 'people', 'called', 'received', 'package', 'since', 'dec', 'ltgt', 'thot', 'yould', 'like', 'know', 'fantastic', 'year', 'best', 'reading', 'plus', 'really', 'really', 'bam', 'first', 'aid', 'usmle', 'work', 'done']"
1824,ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,Hey gorgeous man My work mobile number is Have a good one babe Squishy Mwahs,"['hey', 'gorgeous', 'man', 'my', 'work', 'mobile', 'number', 'is', 'have', 'a', 'good', 'one', 'babe', 'squishy', 'mwahs']","['hey', 'gorgeous', 'man', 'work', 'mobile', 'number', 'good', 'one', 'babe', 'squishy', 'mwahs']","['hey', 'gorgeou', 'man', 'work', 'mobil', 'number', 'good', 'one', 'babe', 'squishi', 'mwah']","['hey', 'gorgeous', 'man', 'work', 'mobile', 'number', 'good', 'one', 'babe', 'squishy', 'mwahs']"
1825,ham,May i call You later Pls,May i call You later Pls,"['may', 'i', 'call', 'you', 'later', 'pls']","['may', 'call', 'later', 'pls']","['may', 'call', 'later', 'pl']","['may', 'call', 'later', 'pls']"
1826,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",Hottest pics straight to your phone See me getting Wet and Wanting just for you xx Text PICS to 89555 now txt costs 150p textoperator g696ga 18 XxX,"['hottest', 'pics', 'straight', 'to', 'your', 'phone', 'see', 'me', 'getting', 'wet', 'and', 'wanting', 'just', 'for', 'you', 'xx', 'text', 'pics', 'to', '89555', 'now', 'txt', 'costs', '150p', 'textoperator', 'g696ga', '18', 'xxx']","['hottest', 'pics', 'straight', 'phone', 'see', 'getting', 'wet', 'wanting', 'xx', 'text', 'pics', '89555', 'txt', 'costs', '150p', 'textoperator', 'g696ga', '18', 'xxx']","['hottest', 'pic', 'straight', 'phone', 'see', 'get', 'wet', 'want', 'xx', 'text', 'pic', '89555', 'txt', 'cost', '150p', 'textoper', 'g696ga', '18', 'xxx']","['hottest', 'pic', 'straight', 'phone', 'see', 'getting', 'wet', 'wanting', 'xx', 'text', 'pic', '89555', 'txt', 'cost', '150p', 'textoperator', 'g696ga', '18', 'xxx']"
1827,ham,That's the way you should stay oh.,Thats the way you should stay oh,"['thats', 'the', 'way', 'you', 'should', 'stay', 'oh']","['thats', 'way', 'stay', 'oh']","['that', 'way', 'stay', 'oh']","['thats', 'way', 'stay', 'oh']"
1828,ham,Hello- thanx for taking that call. I got a job! Starts on monday!,Hello thanx for taking that call I got a job Starts on monday,"['hello', 'thanx', 'for', 'taking', 'that', 'call', 'i', 'got', 'a', 'job', 'starts', 'on', 'monday']","['hello', 'thanx', 'taking', 'call', 'got', 'job', 'starts', 'monday']","['hello', 'thanx', 'take', 'call', 'got', 'job', 'start', 'monday']","['hello', 'thanx', 'taking', 'call', 'got', 'job', 'start', 'monday']"
1829,ham,What time is ur flight tmr?,What time is ur flight tmr,"['what', 'time', 'is', 'ur', 'flight', 'tmr']","['time', 'ur', 'flight', 'tmr']","['time', 'ur', 'flight', 'tmr']","['time', 'ur', 'flight', 'tmr']"
1830,ham,When should I come over?,When should I come over,"['when', 'should', 'i', 'come', 'over']",['come'],['come'],['come']
1831,ham,I have a rather prominent bite mark on my right cheek,I have a rather prominent bite mark on my right cheek,"['i', 'have', 'a', 'rather', 'prominent', 'bite', 'mark', 'on', 'my', 'right', 'cheek']","['rather', 'prominent', 'bite', 'mark', 'right', 'cheek']","['rather', 'promin', 'bite', 'mark', 'right', 'cheek']","['rather', 'prominent', 'bite', 'mark', 'right', 'cheek']"
1832,ham,* Will be september by then!, Will be september by then,"['', 'will', 'be', 'september', 'by', 'then']","['', 'september']","['', 'septemb']","['', 'september']"
1833,ham,Are you wet right now?,Are you wet right now,"['are', 'you', 'wet', 'right', 'now']","['wet', 'right']","['wet', 'right']","['wet', 'right']"
1834,ham,And how's your husband.,And hows your husband,"['and', 'hows', 'your', 'husband']","['hows', 'husband']","['how', 'husband']","['hows', 'husband']"
1835,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",Hack Chat Get backdoor entry into 121 chat rooms at a fraction of the cost Reply NEO69 or call 09050280520 to subscribe 25p pm DPS Bcm box 8027 Ldn wc1n3xx,"['hack', 'chat', 'get', 'backdoor', 'entry', 'into', '121', 'chat', 'rooms', 'at', 'a', 'fraction', 'of', 'the', 'cost', 'reply', 'neo69', 'or', 'call', '09050280520', 'to', 'subscribe', '25p', 'pm', 'dps', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']","['hack', 'chat', 'get', 'backdoor', 'entry', '121', 'chat', 'rooms', 'fraction', 'cost', 'reply', 'neo69', 'call', '09050280520', 'subscribe', '25p', 'pm', 'dps', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']","['hack', 'chat', 'get', 'backdoor', 'entri', '121', 'chat', 'room', 'fraction', 'cost', 'repli', 'neo69', 'call', '09050280520', 'subscrib', '25p', 'pm', 'dp', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']","['hack', 'chat', 'get', 'backdoor', 'entry', '121', 'chat', 'room', 'fraction', 'cost', 'reply', 'neo69', 'call', '09050280520', 'subscribe', '25p', 'pm', 'dp', 'bcm', 'box', '8027', 'ldn', 'wc1n3xx']"
1836,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,Are we doing the norm tomorrow I finish just a 415 cos of st tests Need to sort library stuff out at some point tomo  got letter from today  access til end march so i better get move on,"['are', 'we', 'doing', 'the', 'norm', 'tomorrow', 'i', 'finish', 'just', 'a', '415', 'cos', 'of', 'st', 'tests', 'need', 'to', 'sort', 'library', 'stuff', 'out', 'at', 'some', 'point', 'tomo', 'got', 'letter', 'from', 'today', 'access', 'til', 'end', 'march', 'so', 'i', 'better', 'get', 'move', 'on']","['norm', 'tomorrow', 'finish', '415', 'cos', 'st', 'tests', 'need', 'sort', 'library', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']","['norm', 'tomorrow', 'finish', '415', 'co', 'st', 'test', 'need', 'sort', 'librari', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']","['norm', 'tomorrow', 'finish', '415', 'co', 'st', 'test', 'need', 'sort', 'library', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']"
1837,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,Yeah I got a list with only u and Joanna if Im feeling really anti social,"['yeah', 'i', 'got', 'a', 'list', 'with', 'only', 'u', 'and', 'joanna', 'if', 'im', 'feeling', 'really', 'anti', 'social']","['yeah', 'got', 'list', 'u', 'joanna', 'im', 'feeling', 'really', 'anti', 'social']","['yeah', 'got', 'list', 'u', 'joanna', 'im', 'feel', 'realli', 'anti', 'social']","['yeah', 'got', 'list', 'u', 'joanna', 'im', 'feeling', 'really', 'anti', 'social']"
1838,ham,I am in your office na.,I am in your office na,"['i', 'am', 'in', 'your', 'office', 'na']","['office', 'na']","['offic', 'na']","['office', 'na']"
1839,ham,Are you comingdown later?,Are you comingdown later,"['are', 'you', 'comingdown', 'later']","['comingdown', 'later']","['comingdown', 'later']","['comingdown', 'later']"
1840,ham,Super da:)good replacement for murali,Super dagood replacement for murali,"['super', 'dagood', 'replacement', 'for', 'murali']","['super', 'dagood', 'replacement', 'murali']","['super', 'dagood', 'replac', 'murali']","['super', 'dagood', 'replacement', 'murali']"
1841,ham,Da is good good player.why he is unsold.,Da is good good playerwhy he is unsold,"['da', 'is', 'good', 'good', 'playerwhy', 'he', 'is', 'unsold']","['da', 'good', 'good', 'playerwhy', 'unsold']","['da', 'good', 'good', 'playerwhi', 'unsold']","['da', 'good', 'good', 'playerwhy', 'unsold']"
1842,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,Hi  Do u want  to join me with sts later  Meeting them at five  Call u after class,"['hi', 'do', 'u', 'want', 'to', 'join', 'me', 'with', 'sts', 'later', 'meeting', 'them', 'at', 'five', 'call', 'u', 'after', 'class']","['hi', 'u', 'want', 'join', 'sts', 'later', 'meeting', 'five', 'call', 'u', 'class']","['hi', 'u', 'want', 'join', 'st', 'later', 'meet', 'five', 'call', 'u', 'class']","['hi', 'u', 'want', 'join', 'sts', 'later', 'meeting', 'five', 'call', 'u', 'class']"
1843,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,Its on in engalnd But telly has decided it wont let me watch it and mia and elliot were kissing Damn it,"['its', 'on', 'in', 'engalnd', 'but', 'telly', 'has', 'decided', 'it', 'wont', 'let', 'me', 'watch', 'it', 'and', 'mia', 'and', 'elliot', 'were', 'kissing', 'damn', 'it']","['engalnd', 'telly', 'decided', 'wont', 'let', 'watch', 'mia', 'elliot', 'kissing', 'damn']","['engalnd', 'telli', 'decid', 'wont', 'let', 'watch', 'mia', 'elliot', 'kiss', 'damn']","['engalnd', 'telly', 'decided', 'wont', 'let', 'watch', 'mia', 'elliot', 'kissing', 'damn']"
1844,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",FREE NOKIA Or Motorola with upto 12mths 12price linerental 500 FREE xnet mins100txtmth FREE Btooth Call Mobileupd8 on 08001950382 or call 2optoutD3WV,"['free', 'nokia', 'or', 'motorola', 'with', 'upto', '12mths', '12price', 'linerental', '500', 'free', 'xnet', 'mins100txtmth', 'free', 'btooth', 'call', 'mobileupd8', 'on', '08001950382', 'or', 'call', '2optoutd3wv']","['free', 'nokia', 'motorola', 'upto', '12mths', '12price', 'linerental', '500', 'free', 'xnet', 'mins100txtmth', 'free', 'btooth', 'call', 'mobileupd8', '08001950382', 'call', '2optoutd3wv']","['free', 'nokia', 'motorola', 'upto', '12mth', '12price', 'linerent', '500', 'free', 'xnet', 'mins100txtmth', 'free', 'btooth', 'call', 'mobileupd8', '08001950382', 'call', '2optoutd3wv']","['free', 'nokia', 'motorola', 'upto', '12mths', '12price', 'linerental', '500', 'free', 'xnet', 'mins100txtmth', 'free', 'btooth', 'call', 'mobileupd8', '08001950382', 'call', '2optoutd3wv']"
